epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1016.38,0.2664,0.11324,0.00355,0.9637,0.98911,0.99287,0.89332,0.40328,0.2039,0.00595,0.0006658,0.0006658,0.0006658
184,1022.59,0.26455,0.10524,0.00333,1,0.9535,0.99306,0.88569,0.47938,0.21803,0.00631,0.000660299,0.000660299,0.000660299
185,1027.72,0.28515,0.10787,0.00355,0.96149,0.96857,0.9906,0.8903,0.44442,0.20202,0.00593,0.000654798,0.000654798,0.000654798
186,1032.66,0.25883,0.11575,0.00341,0.99948,0.95717,0.99301,0.89705,0.41547,0.1955,0.00572,0.000649297,0.000649297,0.000649297
187,1038.8,0.26762,0.11018,0.00338,0.94892,0.98581,0.99293,0.89728,0.40657,0.17094,0.00566,0.000643795,0.000643795,0.000643795
188,1044.71,0.25288,0.11345,0.00336,0.98284,0.99766,0.995,0.88715,0.38995,0.13646,0.0059,0.000638294,0.000638294,0.000638294
189,1049.4,0.27199,0.10721,0.00362,0.99357,1,0.995,0.88221,0.40677,0.12596,0.00601,0.000632793,0.000632793,0.000632793
190,1054.5,0.29804,0.12322,0.00352,0.99633,0.99423,0.995,0.89531,0.39894,0.12921,0.00557,0.000627292,0.000627292,0.000627292
191,1059.1,0.27744,0.11692,0.00348,0.99359,0.99387,0.995,0.90871,0.36465,0.12611,0.00517,0.000621791,0.000621791,0.000621791
192,1064.02,0.23474,0.09844,0.00312,0.99353,0.99786,0.995,0.90424,0.37037,0.12416,0.00537,0.00061629,0.00061629,0.00061629
193,1069.66,0.23716,0.09437,0.00307,0.99753,0.99005,0.99492,0.90556,0.36701,0.12628,0.00532,0.000610789,0.000610789,0.000610789
194,1075.18,0.25553,0.10561,0.00327,0.99476,0.99767,0.995,0.89993,0.37321,0.12974,0.00517,0.000605288,0.000605288,0.000605288
195,1080.34,0.26421,0.10296,0.00339,0.99494,0.98053,0.995,0.90984,0.37789,0.13069,0.00551,0.000599787,0.000599787,0.000599787
196,1086.52,0.25234,0.10872,0.00356,0.99741,0.97737,0.995,0.89617,0.38413,0.14068,0.00564,0.000594286,0.000594286,0.000594286
197,1091.38,0.23349,0.09849,0.00316,1,0.98467,0.995,0.89728,0.37017,0.1438,0.00553,0.000588784,0.000588784,0.000588784
198,1097.57,0.21571,0.08676,0.00288,0.99703,0.99231,0.99485,0.89848,0.38159,0.1349,0.00562,0.000583283,0.000583283,0.000583283
199,1103.17,0.22283,0.09344,0.00296,0.99263,0.98462,0.9947,0.91055,0.37896,0.13771,0.00562,0.000577782,0.000577782,0.000577782
200,1110.24,0.22135,0.08666,0.00287,0.9898,0.99231,0.99462,0.91278,0.35632,0.13545,0.00512,0.000572281,0.000572281,0.000572281
201,1116.56,0.20247,0.09394,0.00273,0.97793,0.9899,0.99417,0.91102,0.3564,0.15526,0.00509,0.00056678,0.00056678,0.00056678
202,1122.86,0.22366,0.09902,0.00279,0.99241,0.96872,0.99492,0.90214,0.37841,0.15756,0.0054,0.000561279,0.000561279,0.000561279
203,1128.06,0.22037,0.10395,0.00273,0.96699,0.98619,0.99462,0.88416,0.40942,0.18347,0.00557,0.000555778,0.000555778,0.000555778
204,1132.83,0.27281,0.12078,0.00333,0.99251,0.95478,0.99346,0.89348,0.41146,0.19734,0.00553,0.000550277,0.000550277,0.000550277
205,1138.75,0.23404,0.10876,0.00307,0.99185,0.96144,0.99293,0.90716,0.36603,0.19143,0.00538,0.000544776,0.000544776,0.000544776
206,1146.51,0.22489,0.09574,0.00288,0.98214,0.99312,0.99455,0.90362,0.36243,0.1773,0.0052,0.000539275,0.000539275,0.000539275
207,1152.16,0.231,0.0901,0.00321,0.98736,0.98772,0.9947,0.89421,0.38974,0.16875,0.00558,0.000533773,0.000533773,0.000533773
208,1159.46,0.21121,0.09342,0.0028,0.99847,0.99825,0.995,0.89682,0.38265,0.13541,0.00547,0.000528272,0.000528272,0.000528272
209,1166.56,0.25657,0.11074,0.00346,0.99973,0.99978,0.995,0.90613,0.37022,0.12316,0.00537,0.000522771,0.000522771,0.000522771
210,1173.49,0.23561,0.11072,0.00321,0.99364,0.99432,0.995,0.90713,0.36516,0.12825,0.00512,0.00051727,0.00051727,0.00051727
211,1179.49,0.228,0.10134,0.00309,0.99368,0.99383,0.995,0.90519,0.38068,0.12769,0.00527,0.000511769,0.000511769,0.000511769
212,1184.65,0.21692,0.10745,0.00286,0.98556,0.99816,0.995,0.89217,0.37498,0.13068,0.00546,0.000506268,0.000506268,0.000506268
213,1189.9,0.22681,0.0942,0.00307,0.9869,0.98998,0.99464,0.88547,0.39164,0.15408,0.00574,0.000500767,0.000500767,0.000500767
214,1196.72,0.22599,0.10218,0.00288,0.99499,0.98462,0.99477,0.89316,0.39252,0.14268,0.00561,0.000495266,0.000495266,0.000495266
215,1203.23,0.21219,0.09138,0.00292,0.99082,0.99082,0.99492,0.89319,0.38903,0.13928,0.00554,0.000489765,0.000489765,0.000489765
216,1208.6,0.20873,0.08885,0.00273,0.99599,0.99231,0.99492,0.90364,0.36397,0.13292,0.00522,0.000484263,0.000484263,0.000484263
217,1213.64,0.21163,0.09127,0.00271,0.99822,0.99577,0.995,0.90918,0.36085,0.12153,0.00511,0.000478762,0.000478762,0.000478762
218,1219.74,0.22335,0.08832,0.00294,0.97727,1,0.995,0.89894,0.387,0.14295,0.00527,0.000473261,0.000473261,0.000473261
219,1225.59,0.27327,0.11303,0.00342,0.99706,0.95462,0.99338,0.89785,0.40955,0.16691,0.00576,0.00046776,0.00046776,0.00046776
220,1230.87,0.24279,0.09923,0.00322,1,0.96599,0.99361,0.8891,0.4029,0.16066,0.0059,0.000462259,0.000462259,0.000462259
221,1236.2,0.24458,0.09992,0.00316,1,0.99077,0.995,0.88627,0.39718,0.16206,0.0059,0.000456758,0.000456758,0.000456758
222,1242.01,0.21835,0.09789,0.00285,0.99049,0.99168,0.99492,0.89348,0.39191,0.15016,0.00573,0.000451257,0.000451257,0.000451257
223,1247.07,0.20517,0.08407,0.00267,0.98767,0.99816,0.99477,0.9005,0.37307,0.1371,0.00527,0.000445756,0.000445756,0.000445756
224,1253.34,0.20061,0.08821,0.00263,0.9896,0.99231,0.9947,0.90928,0.36087,0.13964,0.00509,0.000440255,0.000440255,0.000440255
225,1258.65,0.1897,0.08753,0.00256,0.98918,0.99935,0.99477,0.90262,0.37131,0.13401,0.00523,0.000434754,0.000434754,0.000434754
226,1264.97,0.18493,0.08229,0.00238,0.99424,0.99847,0.995,0.90152,0.37005,0.12747,0.00537,0.000429253,0.000429253,0.000429253
227,1271.65,0.19318,0.07739,0.00253,0.99452,1,0.995,0.90162,0.36139,0.11542,0.00522,0.000423751,0.000423751,0.000423751
228,1277.47,0.19976,0.08645,0.00257,0.98833,0.99824,0.995,0.90348,0.37314,0.12869,0.00528,0.00041825,0.00041825,0.00041825
229,1282.15,0.2064,0.09049,0.00274,0.99447,1,0.995,0.90483,0.38989,0.1294,0.00542,0.000412749,0.000412749,0.000412749
230,1287.06,0.20215,0.09434,0.00273,0.99589,1,0.995,0.91041,0.37523,0.11391,0.00534,0.000407248,0.000407248,0.000407248
231,1292.04,0.19867,0.08575,0.00266,0.99093,1,0.995,0.90797,0.37489,0.12187,0.0054,0.000401747,0.000401747,0.000401747
232,1297.12,0.1885,0.08109,0.00249,0.99801,1,0.995,0.90705,0.36814,0.11791,0.00527,0.000396246,0.000396246,0.000396246
233,1302.45,0.19935,0.07875,0.00251,0.99815,1,0.995,0.89905,0.37255,0.12105,0.00528,0.000390745,0.000390745,0.000390745
234,1308.13,0.20639,0.08694,0.0027,0.99644,0.99879,0.995,0.89976,0.36381,0.116,0.00526,0.000385244,0.000385244,0.000385244
235,1313.1,0.19526,0.08721,0.00262,0.99732,1,0.995,0.90575,0.35253,0.11082,0.00498,0.000379743,0.000379743,0.000379743
236,1318.48,0.20157,0.08255,0.0026,0.99616,1,0.995,0.90815,0.34536,0.10996,0.00485,0.000374242,0.000374242,0.000374242
237,1324.09,0.20067,0.08859,0.00261,0.99722,0.96837,0.99237,0.89543,0.36971,0.13551,0.0051,0.00036874,0.00036874,0.00036874
238,1328.82,0.20008,0.08629,0.00278,0.99383,0.96878,0.99237,0.90462,0.37068,0.13643,0.00517,0.000363239,0.000363239,0.000363239
239,1335.99,0.19475,0.07942,0.00259,0.99477,0.96927,0.99237,0.89894,0.37057,0.13551,0.0053,0.000357738,0.000357738,0.000357738
240,1341.91,0.18365,0.08118,0.00232,0.99837,0.96512,0.99237,0.89884,0.37488,0.14097,0.00522,0.000352237,0.000352237,0.000352237
241,1347.41,0.19622,0.0872,0.00242,0.97002,1,0.99361,0.90143,0.36917,0.1296,0.00521,0.000346736,0.000346736,0.000346736
242,1353.56,0.2032,0.09528,0.00261,0.99804,0.98991,0.995,0.90844,0.34909,0.11648,0.00499,0.000341235,0.000341235,0.000341235
243,1358.61,0.17327,0.07723,0.0022,0.99679,0.99939,0.995,0.90926,0.34331,0.1087,0.00492,0.000335734,0.000335734,0.000335734
244,1363.74,0.17341,0.08608,0.00231,0.99966,0.99416,0.995,0.92032,0.36128,0.12557,0.00503,0.000330233,0.000330233,0.000330233
245,1369.27,0.19415,0.09212,0.00257,1,0.99325,0.995,0.91734,0.3729,0.12646,0.0052,0.000324732,0.000324732,0.000324732
246,1374.36,0.19648,0.08201,0.00265,0.99654,0.99559,0.995,0.91892,0.37,0.12482,0.00529,0.000319231,0.000319231,0.000319231
247,1379.49,0.19464,0.08596,0.00256,0.99893,0.99743,0.995,0.90325,0.3535,0.12467,0.00506,0.000313729,0.000313729,0.000313729
248,1385.14,0.1898,0.09085,0.00264,0.9997,0.99815,0.995,0.90293,0.36414,0.1212,0.00517,0.000308228,0.000308228,0.000308228
249,1391.86,0.20544,0.08732,0.00291,0.99733,0.9973,0.995,0.90397,0.38107,0.12208,0.00537,0.000302727,0.000302727,0.000302727
250,1398.55,0.19852,0.08303,0.00261,0.99692,1,0.995,0.90428,0.37979,0.1187,0.00532,0.000297226,0.000297226,0.000297226
251,1404.8,0.17393,0.07984,0.00226,0.9913,1,0.995,0.91259,0.36092,0.12546,0.00522,0.000291725,0.000291725,0.000291725
252,1411.49,0.20486,0.08657,0.00285,0.99205,1,0.995,0.90044,0.37644,0.13255,0.00555,0.000286224,0.000286224,0.000286224
253,1417.27,0.20411,0.09616,0.00288,0.99787,1,0.995,0.89914,0.37839,0.12168,0.0055,0.000280723,0.000280723,0.000280723
254,1422.78,0.1933,0.07875,0.00265,0.99746,1,0.995,0.91466,0.36224,0.11746,0.00503,0.000275222,0.000275222,0.000275222
255,1429.05,0.17691,0.08101,0.00235,0.99603,1,0.995,0.91539,0.36039,0.11924,0.00511,0.000269721,0.000269721,0.000269721
256,1440.37,0.17533,0.07441,0.00231,0.99658,1,0.995,0.90181,0.36131,0.11998,0.00527,0.00026422,0.00026422,0.00026422
257,1447.39,0.19233,0.09579,0.00265,0.99739,1,0.995,0.90123,0.3623,0.12274,0.00534,0.000258718,0.000258718,0.000258718
258,1454.23,0.17386,0.07378,0.00245,0.99769,1,0.995,0.89987,0.37004,0.11274,0.00539,0.000253217,0.000253217,0.000253217
259,1460.27,0.17346,0.07863,0.00228,0.99551,0.99936,0.995,0.89993,0.37091,0.11757,0.00523,0.000247716,0.000247716,0.000247716
260,1466.78,0.17266,0.08578,0.00229,0.99792,1,0.995,0.91329,0.37079,0.1197,0.00515,0.000242215,0.000242215,0.000242215
261,1475.91,0.16757,0.08312,0.00226,0.99555,1,0.995,0.91885,0.34897,0.10807,0.00497,0.000236714,0.000236714,0.000236714
262,1484.03,0.17063,0.08237,0.00229,0.99488,0.99976,0.995,0.91003,0.3492,0.1095,0.00494,0.000231213,0.000231213,0.000231213
263,1491.62,0.16745,0.07413,0.00217,0.99253,0.99804,0.995,0.91239,0.35013,0.1146,0.00502,0.000225712,0.000225712,0.000225712
264,1499.34,0.16535,0.07476,0.00205,0.99079,0.99804,0.995,0.91114,0.35577,0.11684,0.00508,0.000220211,0.000220211,0.000220211
265,1507.15,0.17276,0.08255,0.0022,0.99305,0.99501,0.995,0.91342,0.36221,0.12518,0.00511,0.00021471,0.00021471,0.00021471
266,1514.69,0.17214,0.07798,0.00221,0.99784,0.97131,0.99485,0.90439,0.35928,0.14108,0.00509,0.000209209,0.000209209,0.000209209
267,1522.31,0.1712,0.08003,0.00235,0.97221,0.99732,0.99477,0.89744,0.35662,0.14263,0.00508,0.000203707,0.000203707,0.000203707
268,1530.24,0.16656,0.07801,0.00217,0.99306,0.99048,0.995,0.91661,0.34484,0.12998,0.00492,0.000198206,0.000198206,0.000198206
269,1536.46,0.15474,0.07226,0.00198,0.99296,0.99146,0.995,0.91529,0.34462,0.12908,0.00491,0.000192705,0.000192705,0.000192705
270,1541.93,0.1575,0.07073,0.00197,0.99084,0.9629,0.99354,0.91422,0.34455,0.13793,0.00495,0.000187204,0.000187204,0.000187204
271,1548.73,0.17173,0.07542,0.00226,0.99227,0.96147,0.99354,0.91727,0.34301,0.13364,0.00498,0.000181703,0.000181703,0.000181703
272,1556.09,0.16383,0.07369,0.00211,0.9646,0.99571,0.99361,0.92452,0.33887,0.13782,0.00487,0.000176202,0.000176202,0.000176202
273,1563.14,0.15768,0.07582,0.00203,0.96602,0.9876,0.99361,0.92089,0.34462,0.14494,0.00489,0.000170701,0.000170701,0.000170701
274,1570.5,0.16677,0.07148,0.00219,0.9713,0.98263,0.99361,0.92157,0.34926,0.14198,0.00495,0.0001652,0.0001652,0.0001652
275,1579.65,0.18144,0.07746,0.00245,0.98589,0.99818,0.995,0.9165,0.34957,0.12938,0.00503,0.000159699,0.000159699,0.000159699
276,1587.92,0.16619,0.07397,0.00215,0.99389,0.99889,0.995,0.9161,0.34169,0.11517,0.00493,0.000154198,0.000154198,0.000154198
277,1594.89,0.15953,0.07332,0.00207,0.99322,1,0.995,0.9139,0.3378,0.11387,0.00487,0.000148696,0.000148696,0.000148696
278,1602.2,0.1752,0.08201,0.00223,0.98633,0.99775,0.995,0.91379,0.33599,0.13661,0.00488,0.000143195,0.000143195,0.000143195
279,1609.94,0.15905,0.06884,0.00204,0.98844,0.99825,0.995,0.91597,0.3403,0.12536,0.00491,0.000137694,0.000137694,0.000137694
280,1617.35,0.15758,0.06895,0.00206,0.99068,0.9987,0.995,0.90946,0.34597,0.12123,0.00493,0.000132193,0.000132193,0.000132193
281,1624.89,0.15611,0.07468,0.00197,0.99632,0.99734,0.995,0.90671,0.35104,0.11979,0.00494,0.000126692,0.000126692,0.000126692
282,1634.26,0.16125,0.06639,0.00216,0.99812,1,0.995,0.90938,0.35889,0.11669,0.00505,0.000121191,0.000121191,0.000121191
283,1640.82,0.15801,0.07119,0.00201,0.99806,0.99776,0.995,0.91077,0.35312,0.11329,0.00504,0.00011569,0.00011569,0.00011569
284,1646.76,0.16103,0.07241,0.0022,0.99722,0.99548,0.995,0.91055,0.34813,0.11488,0.005,0.000110189,0.000110189,0.000110189
285,1653.04,0.15697,0.07026,0.00205,0.99503,0.9987,0.995,0.90869,0.34397,0.11054,0.00494,0.000104688,0.000104688,0.000104688
286,1659.37,0.15474,0.07535,0.00198,0.99442,1,0.995,0.92271,0.33499,0.10803,0.00479,9.91865e-05,9.91865e-05,9.91865e-05
287,1664.38,0.15415,0.06782,0.00204,0.99508,1,0.995,0.92277,0.33654,0.10878,0.00476,9.36854e-05,9.36854e-05,9.36854e-05
288,1669.2,0.15141,0.08027,0.00192,0.99531,1,0.995,0.92259,0.34101,0.10928,0.00481,8.81843e-05,8.81843e-05,8.81843e-05
289,1674.61,0.15028,0.07862,0.0019,0.99774,0.99532,0.995,0.9172,0.3496,0.11431,0.00493,8.26832e-05,8.26832e-05,8.26832e-05
290,1680.85,0.1616,0.07353,0.00207,0.99812,0.99445,0.995,0.91423,0.35065,0.11347,0.00495,7.71821e-05,7.71821e-05,7.71821e-05
291,1687.57,0.15597,0.06976,0.00203,0.99792,0.9954,0.995,0.90949,0.3501,0.11406,0.00496,7.1681e-05,7.1681e-05,7.1681e-05
292,1693.61,0.15171,0.06346,0.00195,0.99791,0.99531,0.995,0.91079,0.35004,0.1146,0.00497,6.61799e-05,6.61799e-05,6.61799e-05
293,1700.29,0.14707,0.07038,0.00186,0.99792,0.9954,0.995,0.90801,0.34648,0.11353,0.00502,6.06788e-05,6.06788e-05,6.06788e-05
294,1714.25,0.15151,0.07654,0.00192,1,0.99649,0.995,0.90927,0.34595,0.11752,0.00504,5.51777e-05,5.51777e-05,5.51777e-05
295,1719.37,0.156,0.07346,0.00198,0.99864,0.99613,0.995,0.90976,0.34416,0.11621,0.00502,4.96766e-05,4.96766e-05,4.96766e-05
296,1724.03,0.15136,0.0703,0.00191,0.99825,0.99626,0.995,0.91049,0.34059,0.11426,0.00494,4.41755e-05,4.41755e-05,4.41755e-05
297,1731,0.15449,0.0695,0.00202,1,0.9924,0.995,0.91069,0.3387,0.11838,0.00488,3.86744e-05,3.86744e-05,3.86744e-05
298,1737.78,0.15715,0.06933,0.00196,1,0.99503,0.995,0.91674,0.33722,0.11556,0.00485,3.31733e-05,3.31733e-05,3.31733e-05
299,1743.51,0.14284,0.06535,0.00191,0.99774,0.99614,0.995,0.91763,0.33709,0.11156,0.00484,2.76722e-05,2.76722e-05,2.76722e-05
300,1749.29,0.14736,0.06733,0.00188,0.99786,0.99565,0.995,0.91605,0.34232,0.11455,0.00485,2.21711e-05,2.21711e-05,2.21711e-05
